image_index,sample_group,filename,label,nepali_label,foreground_pixels,foreground_ratio,bbox_width,bbox_height,aspect_ratio,bbox_density,centroid_x,centroid_y,contour_area,perimeter,solidity,compactness,orientation,eccentricity,number_of_holes,horizontal_symmetry,vertical_symmetry,horizontal_transition_rate,vertical_transition_rate
12,1,group_001_digit_2_index_0012.png,2,२,101,0.1288265306122449,13,20,0.65,0.38846153846153847,0.4748939179632249,0.45933521923620935,69.0,77.59797894954681,0.44089456869009586,0.1439985551403183,-1.3873307133886437,0.7659678444911074,1,0.8903061224489796,0.8239795918367347,0.07142857142857142,0.06613756613756613
13,1,group_001_digit_3_index_0013.png,3,३,104,0.1326530612244898,12,20,0.6,0.43333333333333335,0.5089285714285714,0.4955357142857143,70.5,83.01219248771667,0.4246987951807229,0.12856276734024807,-1.4990046299716624,0.835995252029632,1,0.8673469387755102,0.8418367346938775,0.07407407407407407,0.07407407407407407
14,1,group_001_digit_4_index_0014.png,4,४,104,0.1326530612244898,14,20,0.7,0.37142857142857144,0.45982142857142855,0.5226648351648352,99.5,63.69848394393921,0.6357827476038339,0.3081589266167217,1.172393390974946,0.8180473752697909,1,0.903061224489796,0.8520408163265306,0.07671957671957672,0.07142857142857142
15,1,group_001_digit_5_index_0015.png,5,५,114,0.14540816326530612,13,20,0.65,0.43846153846153846,0.450187969924812,0.512531328320802,80.0,93.5979790687561,0.38004750593824227,0.11475375553924301,-1.5139173026093764,0.7387751736418676,1,0.8316326530612245,0.8520408163265306,0.09259259259259259,0.07671957671957672
16,1,group_001_digit_6_index_0016.png,6,६,114,0.14540816326530612,14,20,0.7,0.40714285714285714,0.4667919799498747,0.5310150375939849,77.5,99.49747359752655,0.36992840095465396,0.09837561483072278,1.2669177403455318,0.7678773279696046,1,0.8877551020408163,0.8520408163265306,0.08994708994708994,0.08994708994708994
17,1,group_001_digit_7_index_0017.png,7,७,112,0.14285714285714285,15,20,0.75,0.37333333333333335,0.4454719387755102,0.5567602040816326,104.0,82.42640578746796,0.537467700258398,0.19235809956043426,1.0758101434062202,0.6769769796623732,1,0.8622448979591837,0.8520408163265306,0.09788359788359788,0.07142857142857142
18,1,group_001_digit_8_index_0018.png,8,८,86,0.1096938775510204,14,20,0.7,0.30714285714285716,0.4526578073089701,0.4746677740863787,50.0,79.11269783973694,0.24813895781637718,0.10038931223056319,1.452543179251889,0.8982854939928158,0,0.8928571428571429,0.8928571428571429,0.05555555555555555,0.07142857142857142
19,1,group_001_digit_9_index_0019.png,9,९,114,0.14540816326530612,15,20,0.75,0.38,0.4674185463659148,0.45958646616541354,65.0,109.25483310222626,0.28761061946902655,0.06842926965354064,1.499194345675612,0.7650673370088487,0,0.8520408163265306,0.8571428571428572,0.06878306878306878,0.10582010582010581
20,2,group_002_digit_0_index_0020.png,0,०,141,0.1798469387755102,17,20,0.85,0.4147058823529412,0.43363728470111446,0.49037487335359675,235.0,58.28427076339722,0.9730848861283644,0.8693106338249085,1.1543600923663475,0.5765566929480646,1,0.8903061224489796,0.875,0.08994708994708994,0.07407407407407407
21,2,group_002_digit_1_index_0021.png,1,१,74,0.09438775510204081,9,20,0.45,0.4111111111111111,0.5028957528957528,0.41312741312741313,68.5,49.55634891986847,0.6954314720812182,0.35051114483152646,1.2337073871848998,0.9159873499503063,1,0.9081632653061225,0.8928571428571429,0.06613756613756613,0.03968253968253968
22,2,group_002_digit_2_index_0022.png,2,२,145,0.18494897959183673,16,20,0.8,0.453125,0.4517241379310345,0.530295566502463,106.0,86.76955187320709,0.5083932853717026,0.1769216659841072,-1.3492684233252406,0.804567647618911,0,0.8545918367346939,0.8137755102040816,0.07407407407407407,0.06613756613756613
23,2,group_002_digit_3_index_0023.png,3,३,159,0.20280612244897958,18,20,0.9,0.44166666666666665,0.43778077268643306,0.538858939802336,130.0,87.25483310222626,0.5615550755939525,0.21457258438455656,1.4990778355613341,0.7595313516405232,2,0.8239795918367347,0.8137755102040816,0.08465608465608465,0.08465608465608465
24,2,group_002_digit_4_index_0024.png,4,४,111,0.14158163265306123,15,20,0.75,0.37,0.4517374517374518,0.46589446589446587,93.0,67.94112467765808,0.5314285714285715,0.2531788069522153,-1.2632545449404695,0.7765435550597141,1,0.8494897959183674,0.8239795918367347,0.07936507936507936,0.0582010582010582
25,2,group_002_digit_5_index_0025.png,5,५,134,0.17091836734693877,16,20,0.8,0.41875,0.4669509594882729,0.5119936034115139,100.0,82.76955187320709,0.43956043956043955,0.18342927785400354,-1.1214145751083002,0.856457575731496,1,0.8061224489795918,0.826530612244898,0.07142857142857142,0.07407407407407407
26,2,group_002_digit_6_index_0026.png,6,६,154,0.19642857142857142,17,20,0.85,0.45294117647058824,0.4427179962894249,0.46219851576994436,141.5,85.35533833503723,0.6152173913043478,0.24406467598222265,0.6768214063231495,0.7268190188494396,2,0.8010204081632653,0.7857142857142857,0.082010582010582,0.08994708994708994
27,2,group_002_digit_7_index_0027.png,7,७,138,0.1760204081632653,20,16,1.25,0.43125,0.4640269151138717,0.4886128364389234,121.5,101.0121922492981,0.5083682008368201,0.14963684703782387,-0.20589533679977615,0.6582337088710459,1,0.8214285714285714,0.8163265306122449,0.09523809523809523,0.09788359788359788
28,2,group_002_digit_8_index_0028.png,8,८,40,0.05102040816326531,9,9,1.0,0.49382716049382713,0.6517857142857143,0.5544642857142857,20.5,40.72792172431946,0.38317757009345793,0.15530277874116044,-1.5036256410141025,0.7021559634679871,0,0.8979591836734694,0.923469387755102,0.026455026455026454,0.03968253968253968
29,2,group_002_digit_9_index_0029.png,9,९,18,0.02295918367346939,5,7,0.7142857142857143,0.5142857142857142,0.22023809523809526,0.5654761904761905,8.0,24.14213538169861,0.41025641025641024,0.17248387048325492,1.5053826287578682,0.758246685517624,1,0.9540816326530612,0.9591836734693877,0.021164021164021163,0.0291005291005291
30,3,group_003_digit_0_index_0030.png,0,०,154,0.19642857142857142,17,20,0.85,0.45294117647058824,0.4684601113172541,0.5057977736549165,239.5,58.870057106018066,0.9696356275303644,0.8684133028148622,-1.4671143755353682,0.48132566985529607,1,0.9438775510204082,0.923469387755102,0.08994708994708994,0.07142857142857142
31,3,group_003_digit_1_index_0031.png,1,१,112,0.14285714285714285,10,20,0.5,0.56,0.5105229591836735,0.44706632653061223,110.0,48.97056245803833,0.88,0.5764111389147337,1.3372547294286201,0.8658238050111803,1,0.8928571428571429,0.8877551020408163,0.07407407407407407,0.03439153439153439
32,3,group_003_digit_2_index_0032.png,2,२,175,0.22321428571428573,18,20,0.9,0.4861111111111111,0.47714285714285715,0.5387755102040817,145.5,81.35533833503723,0.6339869281045751,0.2762490201616179,-1.1687525170388682,0.7629640277886353,1,0.8341836734693877,0.778061224489796,0.07142857142857142,0.07671957671957672
33,3,group_003_digit_3_index_0033.png,3,३,113,0.1441326530612245,12,20,0.6,0.4708333333333333,0.4920986093552465,0.49241466498103664,78.5,83.84061932563782,0.47575757575757577,0.14033647552238326,1.549386303117624,0.821564828860865,1,0.8903061224489796,0.8698979591836735,0.07671957671957672,0.07142857142857142
34,3,group_003_digit_4_index_0034.png,4,४,126,0.16071428571428573,14,20,0.7,0.45,0.4963151927437642,0.5062358276643991,100.0,75.94112479686737,0.4975124378109453,0.21789928905809627,1.3594092797320778,0.7472250740548771,1,0.9132653061224489,0.7653061224489796,0.0873015873015873,0.05291005291005291
35,3,group_003_digit_5_index_0035.png,5,५,112,0.14285714285714285,12,20,0.6,0.4666666666666667,0.47034438775510207,0.5363520408163265,78.5,82.18376541137695,0.42091152815013405,0.14605198029805286,-1.379860583916867,0.8283988099162067,1,0.8979591836734694,0.846938775510204,0.082010582010582,0.06349206349206349
36,3,group_003_digit_6_index_0036.png,6,६,153,0.1951530612244898,18,20,0.9,0.425,0.4446778711484594,0.5252100840336135,108.0,101.25483298301697,0.44171779141104295,0.13237381831058853,0.9518133132757253,0.6704702279569302,0,0.8239795918367347,0.7729591836734694,0.07142857142857142,0.09259259259259259
37,3,group_003_digit_7_index_0037.png,7,७,163,0.20790816326530612,20,19,1.0526315789473684,0.42894736842105263,0.4936459246275197,0.47283085013146364,123.5,89.01219248771667,0.4862204724409449,0.1958744656844202,-0.5722247008010395,0.7102110112775512,0,0.7474489795918368,0.8239795918367347,0.082010582010582,0.06349206349206349
38,3,group_003_digit_8_index_0038.png,8,८,117,0.14923469387755103,20,15,1.3333333333333333,0.39,0.47741147741147744,0.42277167277167277,80.5,77.21320307254791,0.4214659685863874,0.16967685531447765,0.9364070750198001,0.45872247594567234,0,0.9056122448979592,0.8852040816326531,0.042328042328042326,0.07671957671957672
39,3,group_003_digit_9_index_0039.png,9,९,91,0.11607142857142858,10,20,0.5,0.455,0.48430141287284145,0.47998430141287285,76.0,57.11269795894623,0.6129032258064516,0.2927912565773437,1.344895869478011,0.9401760371597498,1,0.875,0.9005102040816326,0.06613756613756613,0.05026455026455026
40,4,group_004_digit_0_index_0040.png,0,०,219,0.27933673469387754,20,18,1.1111111111111112,0.6083333333333333,0.47015655577299414,0.46885192433137635,258.5,61.69848442077637,0.9718045112781954,0.853338655795199,0.1862735648732988,0.5334538635034445,1,0.9566326530612245,0.9209183673469388,0.07142857142857142,0.082010582010582
41,4,group_004_digit_1_index_0041.png,1,१,139,0.17729591836734693,15,20,0.75,0.4633333333333333,0.46145940390544704,0.43602261048304214,137.0,56.62741661071777,0.817910447761194,0.536879637735267,0.9246070334313861,0.8365589026647324,1,0.7831632653061225,0.7831632653061225,0.07142857142857142,0.05291005291005291
42,4,group_004_digit_2_index_0042.png,2,२,153,0.1951530612244898,17,20,0.85,0.45,0.4302054154995331,0.5219421101774043,114.0,86.76955199241638,0.49673202614379086,0.1902742440261248,1.2660051437769648,0.7752065856983104,0,0.7882653061224489,0.8290816326530612,0.06613756613756613,0.07407407407407407
43,4,group_004_digit_3_index_0043.png,3,३,128,0.16326530612244897,14,20,0.7,0.45714285714285713,0.48270089285714285,0.498046875,91.5,83.8406194448471,0.4854111405835544,0.16357691049404544,1.387646057219964,0.8267172889659167,0,0.826530612244898,0.8418367346938775,0.06878306878306878,0.07142857142857142
44,4,group_004_digit_4_index_0044.png,4,४,120,0.15306122448979592,16,20,0.8,0.375,0.5178571428571429,0.48482142857142857,88.0,79.25483286380768,0.44,0.17605202599774752,1.144083852744794,0.7038378211867234,1,0.8163265306122449,0.7551020408163265,0.07936507936507936,0.06349206349206349
45,4,group_004_digit_5_index_0045.png,5,५,87,0.11096938775510204,14,20,0.7,0.3107142857142857,0.5073891625615764,0.506568144499179,52.5,78.18376541137695,0.3583617747440273,0.1079284654173277,1.1708458516544609,0.9131801141117097,0,0.8443877551020408,0.8647959183673469,0.07671957671957672,0.05291005291005291
46,4,group_004_digit_6_index_0046.png,6,६,92,0.11734693877551021,12,20,0.6,0.38333333333333336,0.468555900621118,0.47554347826086957,56.0,83.25483286380768,0.36721311475409835,0.10152639942281733,1.3304233590488366,0.8985783412483949,0,0.8571428571428572,0.8724489795918368,0.07142857142857142,0.06878306878306878
47,4,group_004_digit_7_index_0047.png,7,७,142,0.18112244897959184,16,20,0.8,0.44375,0.4557344064386318,0.5022635814889336,103.5,87.8406195640564,0.5201005025125628,0.16856190592518308,1.2957535639430389,0.5850003868788336,0,0.8010204081632653,0.846938775510204,0.08994708994708994,0.05555555555555555
48,4,group_004_digit_8_index_0048.png,8,८,120,0.15306122448979592,17,20,0.85,0.35294117647058826,0.4720238095238095,0.44821428571428573,85.0,76.28427076339722,0.39443155452436196,0.18355186087633416,1.2858182943581844,0.8930821769317053,0,0.8367346938775511,0.8979591836734694,0.0582010582010582,0.06349206349206349
49,4,group_004_digit_9_index_0049.png,9,९,86,0.1096938775510204,10,20,0.5,0.43,0.49501661129568103,0.41694352159468434,75.0,47.455843925476074,0.7246376811594203,0.41849639895267204,1.194530975097874,0.936140347386649,1,0.8826530612244898,0.8622448979591837,0.06349206349206349,0.03968253968253968
50,5,group_005_digit_0_index_0050.png,0,०,128,0.16326530612244897,16,20,0.8,0.4,0.48911830357142855,0.51171875,207.5,56.87005698680878,0.9453302961275627,0.8062331259831707,-1.3020182903566184,0.6112891036677895,1,0.903061224489796,0.8928571428571429,0.08994708994708994,0.06878306878306878
51,5,group_005_digit_1_index_0051.png,1,१,109,0.13903061224489796,11,20,0.55,0.4954545454545455,0.5134338138925295,0.4249672346002621,94.0,50.97056233882904,0.7736625514403292,0.4546726885033645,1.2280873302278292,0.8323461960795324,1,0.9005102040816326,0.8698979591836735,0.06349206349206349,0.03968253968253968
52,5,group_005_digit_2_index_0052.png,2,२,141,0.1798469387755102,16,20,0.8,0.440625,0.5045592705167173,0.5098784194528875,111.5,83.8406195640564,0.5452322738386308,0.19933142588218689,-1.0458635367958515,0.6756471416825363,1,0.8086734693877551,0.7729591836734694,0.082010582010582,0.07407407407407407
53,5,group_005_digit_3_index_0053.png,3,३,107,0.1364795918367347,13,20,0.65,0.4115384615384615,0.5113484646194927,0.49833110814419224,70.0,85.25483298301697,0.41055718475073316,0.12102355004396366,-1.4076253066506819,0.850509790838407,0,0.8494897959183674,0.8801020408163265,0.07142857142857142,0.07142857142857142
54,5,group_005_digit_4_index_0054.png,4,४,115,0.14668367346938777,15,20,0.75,0.38333333333333336,0.4627329192546584,0.5177018633540372,100.0,77.5979790687561,0.4728132387706856,0.2086935575331667,-1.144862364971436,0.7880498133724175,1,0.8852040816326531,0.798469387755102,0.0873015873015873,0.07142857142857142
55,5,group_005_digit_5_index_0055.png,5,५,171,0.2181122448979592,18,20,0.9,0.475,0.4847535505430242,0.4943609022556391,162.0,78.76955187320709,0.5955882352941176,0.32810143443234896,-0.625799549519902,0.5167377085117766,2,0.7729591836734694,0.8239795918367347,0.0873015873015873,0.07936507936507936
56,5,group_005_digit_6_index_0056.png,6,६,153,0.1951530612244898,20,19,1.0526315789473684,0.4026315789473684,0.47759103641456585,0.4696545284780579,103.5,113.15432786941528,0.375,0.10157992205513909,0.0951865304932187,0.599267690079867,0,0.798469387755102,0.7474489795918368,0.08994708994708994,0.09523809523809523
57,5,group_005_digit_7_index_0057.png,7,७,152,0.19387755102040816,18,20,0.9,0.4222222222222222,0.4548872180451128,0.5326597744360902,121.5,89.01219248771667,0.5305676855895196,0.19270240955997617,-0.9009317813013391,0.43846916454483903,1,0.7602040816326531,0.8010204081632653,0.09523809523809523,0.07142857142857142
58,5,group_005_digit_8_index_0058.png,8,८,130,0.16581632653061223,20,16,1.25,0.40625,0.46263736263736266,0.45659340659340664,91.0,84.2842708826065,0.41647597254004576,0.16097490887073182,-1.509834688103504,0.47237836790427856,0,0.8979591836734694,0.8673469387755102,0.047619047619047616,0.08465608465608465
59,5,group_005_digit_9_index_0059.png,9,९,74,0.09438775510204081,10,20,0.5,0.37,0.5028957528957528,0.48503861003861004,49.5,53.21320295333862,0.5129533678756477,0.21967278819159322,-1.354941453079531,0.9743408795964318,0,0.903061224489796,0.9132653061224489,0.05291005291005291,0.03439153439153439
60,6,group_006_digit_0_index_0060.png,0,०,141,0.1798469387755102,12,20,0.6,0.5875,0.4739108409321175,0.4946808510638298,178.0,51.79898929595947,0.9861495844875346,0.8336567954497326,-1.518711837717393,0.773902486025816,1,0.9566326530612245,0.9566326530612245,0.0873015873015873,0.047619047619047616
61,6,group_006_digit_1_index_0061.png,1,१,100,0.12755102040816327,8,20,0.4,0.625,0.4878571428571429,0.4685714285714285,85.0,46.97056245803833,0.8585858585858586,0.48414702576828095,1.412162915695888,0.9202028917065823,1,0.9489795918367347,0.903061224489796,0.06349206349206349,0.0291005291005291
62,6,group_006_digit_2_index_0062.png,2,२,89,0.11352040816326531,11,20,0.55,0.40454545454545454,0.48434991974317815,0.49157303370786515,57.0,71.94112491607666,0.44881889763779526,0.138398145532935,-1.3398094404190393,0.8833063359790907,0,0.8545918367346939,0.875,0.07407407407407407,0.04497354497354497
63,6,group_006_digit_3_index_0063.png,3,३,89,0.11352040816326531,10,20,0.5,0.445,0.5044141252006421,0.5052166934189406,56.5,73.35533833503723,0.4574898785425101,0.13194558494753714,-1.4602758259185729,0.9077216012867569,0,0.8801020408163265,0.9056122448979592,0.06878306878306878,0.05291005291005291
64,6,group_006_digit_4_index_0064.png,4,४,138,0.1760204081632653,14,20,0.7,0.4928571428571429,0.4490165631469979,0.4780020703933747,107.0,83.25483298301697,0.5459183673469388,0.19398794119878443,-1.5224014645135848,0.7685478202284386,1,0.8214285714285714,0.8010204081632653,0.08465608465608465,0.06878306878306878
65,6,group_006_digit_5_index_0065.png,5,५,79,0.10076530612244898,9,20,0.45,0.4388888888888889,0.4697106690777577,0.48146473779385174,44.0,75.4558436870575,0.36666666666666664,0.09711286834087338,1.3931571541896783,0.8764347147232644,0,0.8903061224489796,0.9107142857142857,0.07936507936507936,0.03968253968253968
66,6,group_006_digit_6_index_0066.png,6,६,106,0.13520408163265307,12,20,0.6,0.44166666666666665,0.46361185983827496,0.5326819407008087,69.0,85.25483310222626,0.4524590163934426,0.11929464185258047,1.3353572455672456,0.8604972248351882,0,0.8316326530612245,0.8571428571428572,0.07936507936507936,0.06349206349206349
67,6,group_006_digit_7_index_0067.png,7,७,107,0.1364795918367347,10,20,0.5,0.535,0.45493991989319094,0.544392523364486,92.0,54.62741661071777,0.7666666666666667,0.3874149411930806,1.4525505507670442,0.8525555038516737,1,0.8954081632653061,0.8903061224489796,0.07142857142857142,0.03968253968253968
68,6,group_006_digit_8_index_0068.png,8,८,148,0.18877551020408162,16,20,0.8,0.4625,0.43846525096525096,0.43532818532818535,106.0,93.59797894954681,0.41245136186770426,0.15204872647680495,-1.5655773965522317,0.7767077365654245,0,0.8724489795918368,0.8724489795918368,0.07407407407407407,0.07671957671957672
69,6,group_006_digit_9_index_0069.png,9,९,125,0.15943877551020408,11,20,0.55,0.5681818181818182,0.47800000000000004,0.4668571428571428,102.5,67.35533833503723,0.657051282051282,0.283915880802962,-1.5595776224963618,0.8860105303022521,1,0.9413265306122449,0.9056122448979592,0.06878306878306878,0.06084656084656084
70,7,group_007_digit_0_index_0070.png,0,०,194,0.24744897959183673,18,20,0.9,0.5388888888888889,0.4786450662739323,0.4911634756995582,241.0,60.28427064418793,0.9525691699604744,0.8333335843223167,-1.2017662666565336,0.4643294642089623,1,0.8979591836734694,0.8316326530612245,0.08465608465608465,0.07671957671957672
71,7,group_007_digit_1_index_0071.png,1,१,108,0.1377551020408163,12,20,0.6,0.45,0.5221560846560847,0.39087301587301587,89.0,54.14213538169861,0.6819923371647509,0.381530366489099,1.1445580523151297,0.8945954653486403,1,0.8826530612244898,0.8367346938775511,0.06084656084656084,0.03968253968253968
72,7,group_007_digit_2_index_0072.png,2,२,122,0.1556122448979592,16,20,0.8,0.38125,0.4953161592505855,0.5087822014051523,86.0,85.25483322143555,0.41545893719806765,0.14868607493668498,-1.1444974280965687,0.6321970212167112,1,0.8418367346938775,0.75,0.07407407407407407,0.07407407407407407
73,7,group_007_digit_3_index_0073.png,3,३,66,0.08418367346938775,19,20,0.95,0.1736842105263158,0.35227272727272724,0.5995670995670996,35.0,63.455843687057495,0.3349282296650718,0.10922817134920496,-0.9990613186688954,0.8361875457442423,0,0.8520408163265306,0.8775510204081632,0.05555555555555555,0.05555555555555555
74,7,group_007_digit_4_index_0074.png,4,४,138,0.1760204081632653,20,20,1.0,0.345,0.42339544513457555,0.47489648033126297,116.5,94.8111822605133,0.4489402697495183,0.16286083802105247,1.3022184267512311,0.5616731107675742,1,0.7908163265306123,0.75,0.08994708994708994,0.10052910052910052
75,7,group_007_digit_5_index_0075.png,5,५,102,0.13010204081632654,15,20,0.75,0.34,0.46673669467787116,0.5346638655462185,80.0,92.42640602588654,0.37825059101654845,0.11768137094342754,1.2373480408811623,0.730107181179841,1,0.8673469387755102,0.8418367346938775,0.09259259259259259,0.08465608465608465
76,7,group_007_digit_6_index_0076.png,6,६,80,0.10204081632653061,19,13,1.4615384615384615,0.32388663967611336,0.453125,0.5044642857142857,52.0,77.94112479686737,0.32398753894080995,0.10756720142303501,0.28539624074743464,0.850163317493337,1,0.8775510204081632,0.8571428571428572,0.06613756613756613,0.07671957671957672
77,7,group_007_digit_7_index_0077.png,7,७,131,0.16709183673469388,20,20,1.0,0.3275,0.4762813522355507,0.5676117775354417,94.5,93.0121922492981,0.3586337760910816,0.1372656627698795,0.44843938885775436,0.6882840980157017,1,0.8443877551020408,0.8290816326530612,0.0873015873015873,0.07671957671957672
78,7,group_007_digit_8_index_0078.png,8,८,84,0.10714285714285714,20,11,1.8181818181818181,0.38181818181818183,0.399234693877551,0.4727891156462585,49.5,76.04163002967834,0.3333333333333333,0.10757521612563506,0.39631620350857305,0.7799914679364579,1,0.903061224489796,0.9183673469387755,0.03439153439153439,0.08994708994708994
79,7,group_007_digit_9_index_0079.png,9,९,134,0.17091836734693877,14,20,0.7,0.4785714285714286,0.47867803837953093,0.46668443496801704,119.5,75.84061932563782,0.6191709844559585,0.2610802546319632,1.2871483126595098,0.873656593870592,1,0.8163265306122449,0.8622448979591837,0.06878306878306878,0.0873015873015873
80,8,group_008_digit_0_index_0080.png,0,०,158,0.20153061224489796,18,20,0.9,0.4388888888888889,0.468128390596745,0.4997739602169982,250.5,60.870057225227356,0.9671814671814671,0.8495915301536986,-1.1361351640723378,0.6163331706121133,1,0.8316326530612245,0.8316326530612245,0.0873015873015873,0.082010582010582
81,8,group_008_digit_1_index_0081.png,1,१,133,0.16964285714285715,14,20,0.7,0.475,0.511546723952739,0.4070891514500537,130.0,59.79898941516876,0.7580174927113703,0.456841477158352,1.2199407239770466,0.7104333771050938,1,0.8903061224489796,0.8443877551020408,0.06878306878306878,0.05555555555555555
82,8,group_008_digit_2_index_0082.png,2,२,157,0.2002551020408163,20,20,1.0,0.3925,0.4683803457688808,0.5077343039126478,118.0,89.25483322143555,0.48065173116089616,0.186135146609714,-0.6455358250945749,0.7825375315545336,0,0.7729591836734694,0.7372448979591837,0.07142857142857142,0.07671957671957672
83,8,group_008_digit_3_index_0083.png,3,३,104,0.1326530612244898,12,20,0.6,0.43333333333333335,0.5164835164835165,0.47836538461538464,69.5,79.01219248771667,0.4664429530201342,0.1398963689647987,-1.247360608279336,0.856256415540994,0,0.8571428571428572,0.846938775510204,0.07142857142857142,0.06084656084656084
84,8,group_008_digit_4_index_0084.png,4,४,103,0.13137755102040816,17,20,0.85,0.3029411764705882,0.4056865464632455,0.5201109570041609,75.0,71.94112491607666,0.39577836411609496,0.18210282306965134,1.1830512297129223,0.7206671714052469,1,0.8137755102040816,0.7729591836734694,0.07142857142857142,0.0582010582010582
85,8,group_008_digit_5_index_0085.png,5,५,136,0.17346938775510204,18,20,0.9,0.37777777777777777,0.4703256302521009,0.5304621848739496,120.0,76.76955199241638,0.5369127516778524,0.2558663051390373,-0.8799140940826234,0.7527253890625492,2,0.7908163265306123,0.7755102040816326,0.0873015873015873,0.07407407407407407
86,8,group_008_digit_6_index_0086.png,6,६,105,0.13392857142857142,13,20,0.65,0.40384615384615385,0.4346938775510204,0.5190476190476191,65.5,89.0121922492981,0.3786127167630058,0.10388483863205245,1.4712615836743905,0.7819328431187113,0,0.8239795918367347,0.8596938775510204,0.07936507936507936,0.06613756613756613
87,8,group_008_digit_7_index_0087.png,7,७,147,0.1875,20,17,1.1764705882352942,0.4323529411764706,0.47206025267249757,0.5070456754130224,122.5,86.18376553058624,0.5072463768115942,0.20725023043725574,-0.30094397374690707,0.7298281418954895,1,0.7627551020408163,0.8086734693877551,0.09259259259259259,0.07407407407407407
88,8,group_008_digit_8_index_0088.png,8,८,121,0.15433673469387754,19,20,0.95,0.31842105263157894,0.3851829988193624,0.417060212514758,83.5,85.01219272613525,0.35913978494623655,0.1451890632708846,-1.0398804430498487,0.8181971551213516,0,0.8086734693877551,0.8035714285714286,0.06084656084656084,0.07936507936507936
